,State,Year,Type of power,growthRate,capacity
2449,Tamil Nadu,2017,Wind Power,13.24,8197.09
2450,Tamil Nadu,2018,Bio-Mass Power,13.23,997.55
2451,Tamil Nadu,2018,Small Hydro Power,13.23,123.05
2452,Tamil Nadu,2018,Solar Power,13.23,2575.22
2453,Tamil Nadu,2018,Waste to Energy ,13.23,6.4
2454,Tamil Nadu,2018,Wind Power,13.23,8968.91
2455,Tamil Nadu,2019,Bio-Mass Power,6.1,997.55
2456,Tamil Nadu,2019,Small Hydro Power,6.1,123.05
2457,Tamil Nadu,2019,Solar Power,6.1,3915.88
2458,Tamil Nadu,2019,Waste to Energy ,6.1,6.4
2459,Tamil Nadu,2019,Wind Power,6.1,9304.34
2460,Tamil Nadu,2020,Bio-Mass Power,5.23,1012.65
2461,Tamil Nadu,2020,Small Hydro Power,5.23,123.05
2462,Tamil Nadu,2020,Solar Power,5.23,4527.47
2463,Tamil Nadu,2020,Waste to Energy ,5.23,27.26
2464,Tamil Nadu,2020,Wind Power,5.23,9608.04
2465,Tamil Nadu,2021,Bio-Mass Power,5.23,1012.65
2466,Tamil Nadu,2021,Small Hydro Power,5.23,123.05
2467,Tamil Nadu,2021,Solar Power,5.23,5067.18
2468,Tamil Nadu,2021,Waste to Energy ,5.23,30.05
2469,Tamil Nadu,2021,Wind Power,5.23,9866.37
2470,Puducherry,2006,Bio-Mass Power,0.0,0.0
2471,Puducherry,2006,Small Hydro Power,0.0,0.0
2472,Puducherry,2006,Solar Power,0.0,0.02
2473,Puducherry,2006,Waste to Energy,0.0,0.0
2474,Puducherry,2006,Wind Power,0.0,0.0
2475,Puducherry,2007,Bio-Mass Power,0.0,0.0
2476,Puducherry,2007,Small Hydro Power,0.0,0.0
2477,Puducherry,2007,Solar Power,0.0,0.02
2478,Puducherry,2007,Waste to Energy,0.0,0.0
2479,Puducherry,2007,Wind Power,0.0,0.0
2480,Puducherry,2008,Bio-Mass Power,25.0,0.0
2481,Puducherry,2008,Small Hydro Power,25.0,0.0
2482,Puducherry,2008,Solar Power,25.0,0.02
2483,Puducherry,2008,Waste to Energy,25.0,0.0
2484,Puducherry,2008,Wind Power,25.0,0.0
2485,Puducherry,2009,Bio-Mass Power,3060.0,0.0
2486,Puducherry,2009,Small Hydro Power,3060.0,0.0
2487,Puducherry,2009,Solar Power,3060.0,0.03
2488,Puducherry,2009,Waste to Energy,3060.0,0.0
2489,Puducherry,2009,Wind Power,3060.0,0.0
2490,Puducherry,2010,Bio-Mass Power,-96.2,0.0
2491,Puducherry,2010,Small Hydro Power,-96.2,0.0
2492,Puducherry,2010,Solar Power,-96.2,0.79
2493,Puducherry,2010,Waste to Energy,-96.2,0.0
2494,Puducherry,2010,Wind Power,-96.2,0.0
2495,Puducherry,2011,Bio-Mass Power,-16.67,0.0
2496,Puducherry,2011,Small Hydro Power,-16.67,0.0
2497,Puducherry,2011,Solar Power,-16.67,0.03
2498,Puducherry,2011,Waste to Energy,-16.67,0.0
2499,Puducherry,2011,Wind Power,-16.67,0.0
2500,Puducherry,2012,Bio-Mass Power,20.0,0.0
2501,Puducherry,2012,Small Hydro Power,20.0,0.0
2502,Puducherry,2012,Solar Power,20.0,0.03
2503,Puducherry,2012,Waste to Energy,20.0,0.0
2504,Puducherry,2012,Wind Power,20.0,0.0
2505,Puducherry,2013,Bio-Mass Power,0.0,0.0
2506,Puducherry,2013,Small Hydro Power,0.0,0.0
2507,Puducherry,2013,Solar Power,0.0,0.03
2508,Puducherry,2013,Waste to Energy,0.0,0.0
2509,Puducherry,2013,Wind Power,0.0,0.0
2510,Puducherry,2014,Bio-Mass Power,0.0,0.0
2511,Puducherry,2014,Small Hydro Power,0.0,0.0
2512,Puducherry,2014,Solar Power,0.0,0.03
2513,Puducherry,2014,Waste to Energy,0.0,0.0
2514,Puducherry,2014,Wind Power,0.0,0.0
2515,Puducherry,2015,Bio-Mass Power,220.0,0.0
2516,Puducherry,2015,Small Hydro Power,220.0,0.0
2517,Puducherry,2015,Solar Power,220.0,0.03
2518,Puducherry,2015,Waste to Energy,220.0,0.0
2519,Puducherry,2015,Wind Power,220.0,0.0
2520,Puducherry,2016,Bio-Mass Power,0.0,0.0
2521,Puducherry,2016,Small Hydro Power,0.0,0.0
2522,Puducherry,2016,Solar Power,0.0,0.08
2523,Puducherry,2016,Waste to Energy,0.0,0.0
2524,Puducherry,2016,Wind Power,0.0,0.0
2525,Puducherry,2017,Bio-Mass Power,1862.5,0.0
2526,Puducherry,2017,Small Hydro Power,1862.5,0.0
2527,Puducherry,2017,Solar Power,1862.5,0.16
2528,Puducherry,2017,Waste to Energy,1862.5,0.0
2529,Puducherry,2017,Wind Power,1862.5,0.0
2530,Puducherry,2018,Bio-Mass Power,75.48,0.0
2531,Puducherry,2018,Small Hydro Power,75.48,0.0
2532,Puducherry,2018,Solar Power,75.48,3.14
2533,Puducherry,2018,Waste to Energy ,75.48,0.0
2534,Puducherry,2018,Wind Power,75.48,0.0
2535,Puducherry,2019,Bio-Mass Power,69.3,0.0
2536,Puducherry,2019,Small Hydro Power,69.3,0.0
2537,Puducherry,2019,Solar Power,69.3,5.51
2538,Puducherry,2019,Waste to Energy ,69.3,0.0
2539,Puducherry,2019,Wind Power,69.3,0.0
2540,Puducherry,2020,Bio-Mass Power,43.95,0.0
2541,Puducherry,2020,Small Hydro Power,43.95,0.0
2542,Puducherry,2020,Solar Power,43.95,9.51
2543,Puducherry,2020,Waste to Energy ,43.95,0.0
2544,Puducherry,2020,Wind Power,43.95,0.0
2545,Puducherry,2021,Bio-Mass Power,43.95,0.0
2546,Puducherry,2021,Small Hydro Power,43.95,0.0
2547,Puducherry,2021,Solar Power,43.95,13.69
2548,Puducherry,2021,Waste to Energy ,43.95,0.0
2549,Puducherry,2021,Wind Power,43.95,0.0
2550,Andaman And Nicobar Islands,2006,Bio-Mass Power,0.0,0.0
2551,Andaman And Nicobar Islands,2006,Small Hydro Power,0.0,5.25
2552,Andaman And Nicobar Islands,2006,Solar Power,0.0,0.1
2553,Andaman And Nicobar Islands,2006,Waste to Energy,0.0,0.0
2554,Andaman And Nicobar Islands,2006,Wind Power,0.0,0.0
2555,Andaman And Nicobar Islands,2007,Bio-Mass Power,0.0,0.0
2556,Andaman And Nicobar Islands,2007,Small Hydro Power,0.0,5.25
2557,Andaman And Nicobar Islands,2007,Solar Power,0.0,0.1
2558,Andaman And Nicobar Islands,2007,Waste to Energy,0.0,0.0
2559,Andaman And Nicobar Islands,2007,Wind Power,0.0,1.1
2560,Andaman And Nicobar Islands,2008,Bio-Mass Power,-17.05,0.0
2561,Andaman And Nicobar Islands,2008,Small Hydro Power,-17.05,5.25
2562,Andaman And Nicobar Islands,2008,Solar Power,-17.05,0.1
2563,Andaman And Nicobar Islands,2008,Waste to Energy,-17.05,0.0
2564,Andaman And Nicobar Islands,2008,Wind Power,-17.05,1.1
2565,Andaman And Nicobar Islands,2009,Bio-Mass Power,0.0,0.0
2566,Andaman And Nicobar Islands,2009,Small Hydro Power,0.0,5.25
2567,Andaman And Nicobar Islands,2009,Solar Power,0.0,0.1
2568,Andaman And Nicobar Islands,2009,Waste to Energy,0.0,0.0
2569,Andaman And Nicobar Islands,2009,Wind Power,0.0,0.0
2570,Andaman And Nicobar Islands,2010,Bio-Mass Power,-1.68,0.0
2571,Andaman And Nicobar Islands,2010,Small Hydro Power,-1.68,5.25
2572,Andaman And Nicobar Islands,2010,Solar Power,-1.68,0.1
2573,Andaman And Nicobar Islands,2010,Waste to Energy,-1.68,0.0
2574,Andaman And Nicobar Islands,2010,Wind Power,-1.68,0.0
2575,Andaman And Nicobar Islands,2011,Bio-Mass Power,96.77,0.0
2576,Andaman And Nicobar Islands,2011,Small Hydro Power,96.77,5.25
2577,Andaman And Nicobar Islands,2011,Solar Power,96.77,0.01
2578,Andaman And Nicobar Islands,2011,Waste to Energy,96.77,0.0
2579,Andaman And Nicobar Islands,2011,Wind Power,96.77,0.0
2580,Andaman And Nicobar Islands,2012,Bio-Mass Power,0.0,0.0
2581,Andaman And Nicobar Islands,2012,Small Hydro Power,0.0,5.25
2582,Andaman And Nicobar Islands,2012,Solar Power,0.0,5.1
2583,Andaman And Nicobar Islands,2012,Waste to Energy,0.0,0.0
2584,Andaman And Nicobar Islands,2012,Wind Power,0.0,0.0
2585,Andaman And Nicobar Islands,2013,Bio-Mass Power,0.0,0.0
2586,Andaman And Nicobar Islands,2013,Small Hydro Power,0.0,5.25
2587,Andaman And Nicobar Islands,2013,Solar Power,0.0,5.1
2588,Andaman And Nicobar Islands,2013,Waste to Energy,0.0,0.0
2589,Andaman And Nicobar Islands,2013,Wind Power,0.0,0.0
2590,Andaman And Nicobar Islands,2014,Bio-Mass Power,0.0,0.0
2591,Andaman And Nicobar Islands,2014,Small Hydro Power,0.0,5.25
2592,Andaman And Nicobar Islands,2014,Solar Power,0.0,5.1
2593,Andaman And Nicobar Islands,2014,Waste to Energy,0.0,0.0
2594,Andaman And Nicobar Islands,2014,Wind Power,0.0,0.0
2595,Andaman And Nicobar Islands,2015,Bio-Mass Power,14.11,0.0
2596,Andaman And Nicobar Islands,2015,Small Hydro Power,14.11,5.25
2597,Andaman And Nicobar Islands,2015,Solar Power,14.11,5.1
2598,Andaman And Nicobar Islands,2015,Waste to Energy,14.11,0.0
2599,Andaman And Nicobar Islands,2015,Wind Power,14.11,0.0
2600,Andaman And Nicobar Islands,2016,Bio-Mass Power,0.0,0.0
2601,Andaman And Nicobar Islands,2016,Small Hydro Power,0.0,5.25
2602,Andaman And Nicobar Islands,2016,Solar Power,0.0,6.56
2603,Andaman And Nicobar Islands,2016,Waste to Energy,0.0,0.0
2604,Andaman And Nicobar Islands,2016,Wind Power,0.0,0.0
2605,Andaman And Nicobar Islands,2017,Bio-Mass Power,43.78,0.0
2606,Andaman And Nicobar Islands,2017,Small Hydro Power,43.78,5.25
2607,Andaman And Nicobar Islands,2017,Solar Power,43.78,6.56
2608,Andaman And Nicobar Islands,2017,Waste to Energy,43.78,0.0
2609,Andaman And Nicobar Islands,2017,Wind Power,43.78,0.0
2610,Andaman And Nicobar Islands,2018,Bio-Mass Power,2.71,0.0
2611,Andaman And Nicobar Islands,2018,Small Hydro Power,2.71,5.25
2612,Andaman And Nicobar Islands,2018,Solar Power,2.71,11.73
2613,Andaman And Nicobar Islands,2018,Waste to Energy ,2.71,0.0
2614,Andaman And Nicobar Islands,2018,Wind Power,2.71,0.0
2615,Andaman And Nicobar Islands,2019,Bio-Mass Power,97.6,0.0
2616,Andaman And Nicobar Islands,2019,Small Hydro Power,97.6,5.25
2617,Andaman And Nicobar Islands,2019,Solar Power,97.6,12.19
2618,Andaman And Nicobar Islands,2019,Waste to Energy ,97.6,0.0
2619,Andaman And Nicobar Islands,2019,Wind Power,97.6,0.0
2620,Andaman And Nicobar Islands,2020,Bio-Mass Power,0.09,0.0
2621,Andaman And Nicobar Islands,2020,Small Hydro Power,0.09,5.25
2622,Andaman And Nicobar Islands,2020,Solar Power,0.09,29.46
2623,Andaman And Nicobar Islands,2020,Waste to Energy ,0.09,0.0
2624,Andaman And Nicobar Islands,2020,Wind Power,0.09,0.0
2625,Andaman And Nicobar Islands,2021,Bio-Mass Power,0.09,0.0
2626,Andaman And Nicobar Islands,2021,Small Hydro Power,0.09,5.25
2627,Andaman And Nicobar Islands,2021,Solar Power,0.09,29.49
2628,Andaman And Nicobar Islands,2021,Waste to Energy ,0.09,0.0
2629,Andaman And Nicobar Islands,2021,Wind Power,0.09,0.0
2630,Telangana,2006,Bio-Mass Power,0.0,124.67202556557264
2631,Telangana,2006,Small Hydro Power,0.0,74.0169021490545
2632,Telangana,2006,Solar Power,0.0,0.0413849047520573
2633,Telangana,2006,Waste to Energy,0.0,11.794697854336334
2634,Telangana,2006,Wind Power,0.0,50.65512341651815
2635,Telangana,2007,Bio-Mass Power,1.87,138.32904413375155
2636,Telangana,2007,Small Hydro Power,1.87,74.83632326314525
2637,Telangana,2007,Solar Power,1.87,0.0413849047520573
2638,Telangana,2007,Waste to Energy,1.87,13.24316952065834
2639,Telangana,2007,Wind Power,1.87,50.69650832127021
2640,Telangana,2008,Bio-Mass Power,5.82,142.1778402756929
2641,Telangana,2008,Small Hydro Power,5.82,74.83632326314525
2642,Telangana,2008,Solar Power,5.82,0.0413849047520573
2643,Telangana,2008,Waste to Energy,5.82,14.588178925100204
2644,Telangana,2008,Wind Power,5.82,50.69650832127021
2645,Telangana,2009,Bio-Mass Power,9.63,150.3306665118482
2646,Telangana,2009,Small Hydro Power,9.63,77.31941754826867
2647,Telangana,2009,Solar Power,9.63,0.0413849047520573
2648,Telangana,2009,Waste to Energy,9.63,14.757857034583639
2649,Telangana,2009,Wind Power,9.63,50.69650832127021
2650,Telangana,2010,Bio-Mass Power,12.65,150.3306665118482
2651,Telangana,2010,Small Hydro Power,12.65,79.22312316686332
2652,Telangana,2010,Solar Power,12.65,0.8690829997932036
2653,Telangana,2010,Waste to Energy,12.65,17.861724890987936
2654,Telangana,2010,Wind Power,12.65,79.25209260018974
2655,Telangana,2011,Bio-Mass Power,24.95,150.3306665118482
2656,Telangana,2011,Small Hydro Power,24.95,90.14873802140643
2657,Telangana,2011,Solar Power,24.95,9.001216783572467
2658,Telangana,2011,Waste to Energy,24.95,17.861724890987936
2659,Telangana,2011,Wind Power,24.95,101.62063361867672
2660,Telangana,2012,Bio-Mass Power,37.39,157.57302484345823
2661,Telangana,2012,Small Hydro Power,37.39,90.64535687843112
2662,Telangana,2012,Solar Power,37.39,9.663375259605385
2663,Telangana,2012,Waste to Energy,37.39,17.861724890987936
2664,Telangana,2012,Wind Power,37.39,185.25952612258456
2665,Telangana,2013,Bio-Mass Power,0.0,0.0
2666,Telangana,2013,Small Hydro Power,0.0,0.0
2667,Telangana,2013,Solar Power,0.0,0.0
2668,Telangana,2013,Waste to Energy,0.0,0.0
2669,Telangana,2013,Wind Power,0.0,0.0
2670,Telangana,2014,Bio-Mass Power,888.64,0.0
2671,Telangana,2014,Small Hydro Power,888.64,0.0
2672,Telangana,2014,Solar Power,888.64,61.25
2673,Telangana,2014,Waste to Energy,888.64,0.0
2674,Telangana,2014,Wind Power,888.64,0.0
2675,Telangana,2015,Bio-Mass Power,155.29,0.0
2676,Telangana,2015,Small Hydro Power,155.29,0.0
2677,Telangana,2015,Solar Power,155.29,527.84
2678,Telangana,2015,Waste to Energy,155.29,0.0
2679,Telangana,2015,Wind Power,155.29,77.7
2680,Telangana,2016,Bio-Mass Power,0.0,158.1
2681,Telangana,2016,Small Hydro Power,0.0,0.0
2682,Telangana,2016,Solar Power,0.0,1286.98
2683,Telangana,2016,Waste to Energy,0.0,0.0
2684,Telangana,2016,Wind Power,0.0,100.8
2685,Telangana,2017,Bio-Mass Power,8.96,159.1
2686,Telangana,2017,Small Hydro Power,8.96,90.87
2687,Telangana,2017,Solar Power,8.96,3291.25
2688,Telangana,2017,Waste to Energy,8.96,18.5
2689,Telangana,2017,Wind Power,8.96,100.8
2690,Telangana,2018,Bio-Mass Power,0.91,159.1
2691,Telangana,2018,Small Hydro Power,0.91,90.87
2692,Telangana,2018,Solar Power,0.91,3592.09
2693,Telangana,2018,Waste to Energy ,0.91,18.5
2694,Telangana,2018,Wind Power,0.91,128.1
2695,Telangana,2019,Bio-Mass Power,8.8,159.1
2696,Telangana,2019,Small Hydro Power,8.8,90.87
2697,Telangana,2019,Solar Power,8.8,3620.75
2698,Telangana,2019,Waste to Energy ,8.8,26.0
2699,Telangana,2019,Wind Power,8.8,128.1
2700,Telangana,2020,Bio-Mass Power,12.94,160.1
2701,Telangana,2020,Small Hydro Power,12.94,90.87
2702,Telangana,2020,Solar Power,12.94,3961.54
2703,Telangana,2020,Waste to Energy ,12.94,50.38
2704,Telangana,2020,Wind Power,12.94,128.1
2705,Telangana,2021,Bio-Mass Power,12.94,160.1
2706,Telangana,2021,Small Hydro Power,12.94,90.87
2707,Telangana,2021,Solar Power,12.94,4520.48
2708,Telangana,2021,Waste to Energy ,12.94,59.64
2709,Telangana,2021,Wind Power,12.94,128.1
2710,Ladakh,2007,Bio-Mass Power,0.0,0.0
2711,Ladakh,2007,Small Hydro Power,0.0,2.4458177364678724
2712,Ladakh,2007,Solar Power,0.0,0.0
2713,Ladakh,2007,Waste to Energy,0.0,0.0
2714,Ladakh,2007,Wind Power,0.0,0.0
2715,The Dadra And Nagar Haveli And Daman And Diu,2006,Bio-Mass Power,0.0,0.0
2716,The Dadra And Nagar Haveli And Daman And Diu,2006,Small Hydro Power,0.0,0.0
2717,The Dadra And Nagar Haveli And Daman And Diu,2006,Solar Power,0.0,0.0
2718,The Dadra And Nagar Haveli And Daman And Diu,2006,Waste to Energy,0.0,0.0
2719,The Dadra And Nagar Haveli And Daman And Diu,2006,Wind Power,0.0,0.0
2720,The Dadra And Nagar Haveli And Daman And Diu,2008,Bio-Mass Power,0.0,0.0
2721,The Dadra And Nagar Haveli And Daman And Diu,2008,Small Hydro Power,0.0,0.0
2722,The Dadra And Nagar Haveli And Daman And Diu,2008,Solar Power,0.0,0.0
2723,The Dadra And Nagar Haveli And Daman And Diu,2008,Waste to Energy,0.0,0.0
2724,The Dadra And Nagar Haveli And Daman And Diu,2008,Wind Power,0.0,0.0
2725,The Dadra And Nagar Haveli And Daman And Diu,2009,Bio-Mass Power,0.0,0.0
2726,The Dadra And Nagar Haveli And Daman And Diu,2009,Small Hydro Power,0.0,0.0
2727,The Dadra And Nagar Haveli And Daman And Diu,2009,Solar Power,0.0,0.0
2728,The Dadra And Nagar Haveli And Daman And Diu,2009,Waste to Energy,0.0,0.0
2729,The Dadra And Nagar Haveli And Daman And Diu,2009,Wind Power,0.0,0.0
2730,The Dadra And Nagar Haveli And Daman And Diu,2010,Bio-Mass Power,0.0,0.0
2731,The Dadra And Nagar Haveli And Daman And Diu,2010,Small Hydro Power,0.0,0.0
2732,The Dadra And Nagar Haveli And Daman And Diu,2010,Solar Power,0.0,0.0
2733,The Dadra And Nagar Haveli And Daman And Diu,2010,Waste to Energy,0.0,0.0
2734,The Dadra And Nagar Haveli And Daman And Diu,2010,Wind Power,0.0,0.0
2735,The Dadra And Nagar Haveli And Daman And Diu,2011,Bio-Mass Power,0.0,0.0
2736,The Dadra And Nagar Haveli And Daman And Diu,2011,Small Hydro Power,0.0,0.0
2737,The Dadra And Nagar Haveli And Daman And Diu,2011,Solar Power,0.0,0.0
2738,The Dadra And Nagar Haveli And Daman And Diu,2011,Waste to Energy,0.0,0.0
2739,The Dadra And Nagar Haveli And Daman And Diu,2011,Wind Power,0.0,0.0
2740,The Dadra And Nagar Haveli And Daman And Diu,2012,Bio-Mass Power,0.0,0.0
2741,The Dadra And Nagar Haveli And Daman And Diu,2012,Small Hydro Power,0.0,0.0
2742,The Dadra And Nagar Haveli And Daman And Diu,2012,Solar Power,0.0,0.0
2743,The Dadra And Nagar Haveli And Daman And Diu,2012,Waste to Energy,0.0,0.0
2744,The Dadra And Nagar Haveli And Daman And Diu,2012,Wind Power,0.0,0.0
2745,The Dadra And Nagar Haveli And Daman And Diu,2013,Bio-Mass Power,0.0,0.0
2746,The Dadra And Nagar Haveli And Daman And Diu,2013,Small Hydro Power,0.0,0.0
2747,The Dadra And Nagar Haveli And Daman And Diu,2013,Solar Power,0.0,0.0
2748,The Dadra And Nagar Haveli And Daman And Diu,2013,Waste to Energy,0.0,0.0
2749,The Dadra And Nagar Haveli And Daman And Diu,2013,Wind Power,0.0,0.0
2750,The Dadra And Nagar Haveli And Daman And Diu,2014,Bio-Mass Power,0.0,0.0
2751,The Dadra And Nagar Haveli And Daman And Diu,2014,Small Hydro Power,0.0,0.0
2752,The Dadra And Nagar Haveli And Daman And Diu,2014,Solar Power,0.0,0.0
2753,The Dadra And Nagar Haveli And Daman And Diu,2014,Waste to Energy,0.0,0.0
2754,The Dadra And Nagar Haveli And Daman And Diu,2014,Wind Power,0.0,0.0
2755,The Dadra And Nagar Haveli And Daman And Diu,2015,Bio-Mass Power,80.75,0.0
2756,The Dadra And Nagar Haveli And Daman And Diu,2015,Small Hydro Power,80.75,0.0
2757,The Dadra And Nagar Haveli And Daman And Diu,2015,Solar Power,80.75,4.0
2758,The Dadra And Nagar Haveli And Daman And Diu,2015,Waste to Energy,80.75,0.0
2759,The Dadra And Nagar Haveli And Daman And Diu,2015,Wind Power,80.75,0.0
2760,The Dadra And Nagar Haveli And Daman And Diu,2016,Bio-Mass Power,0.0,0.0
2761,The Dadra And Nagar Haveli And Daman And Diu,2016,Small Hydro Power,0.0,0.0
2762,The Dadra And Nagar Haveli And Daman And Diu,2016,Solar Power,0.0,13.43
2763,The Dadra And Nagar Haveli And Daman And Diu,2016,Waste to Energy,0.0,0.0
2764,The Dadra And Nagar Haveli And Daman And Diu,2016,Wind Power,0.0,0.0
2765,The Dadra And Nagar Haveli And Daman And Diu,2017,Bio-Mass Power,18.19,0.0
2766,The Dadra And Nagar Haveli And Daman And Diu,2017,Small Hydro Power,18.19,0.0
2767,The Dadra And Nagar Haveli And Daman And Diu,2017,Solar Power,18.19,16.07
2768,The Dadra And Nagar Haveli And Daman And Diu,2017,Waste to Energy,18.19,0.0
2769,The Dadra And Nagar Haveli And Daman And Diu,2017,Wind Power,18.19,0.0
2770,The Dadra And Nagar Haveli And Daman And Diu,2018,Bio-Mass Power,18.625,0.0
2771,The Dadra And Nagar Haveli And Daman And Diu,2018,Small Hydro Power,18.625,0.0
2772,The Dadra And Nagar Haveli And Daman And Diu,2018,Solar Power,18.625,19.93
2773,The Dadra And Nagar Haveli And Daman And Diu,2018,Waste to Energy ,18.625,0.0
2774,The Dadra And Nagar Haveli And Daman And Diu,2018,Wind Power,18.625,0.0
2775,The Dadra And Nagar Haveli And Daman And Diu,2019,Bio-Mass Power,52.1,0.0
2776,The Dadra And Nagar Haveli And Daman And Diu,2019,Small Hydro Power,52.1,0.0
2777,The Dadra And Nagar Haveli And Daman And Diu,2019,Solar Power,52.1,25.32
2778,The Dadra And Nagar Haveli And Daman And Diu,2019,Waste to Energy ,52.1,0.0
2779,The Dadra And Nagar Haveli And Daman And Diu,2019,Wind Power,52.1,0.0
2780,The Dadra And Nagar Haveli And Daman And Diu,2020,Bio-Mass Power,0.21,0.0
2781,The Dadra And Nagar Haveli And Daman And Diu,2020,Small Hydro Power,0.21,0.0
2782,The Dadra And Nagar Haveli And Daman And Diu,2020,Solar Power,0.21,46.01
2783,The Dadra And Nagar Haveli And Daman And Diu,2020,Waste to Energy ,0.21,0.0
2784,The Dadra And Nagar Haveli And Daman And Diu,2020,Wind Power,0.21,0.0
2785,The Dadra And Nagar Haveli And Daman And Diu,2021,Bio-Mass Power,0.21,0.0
2786,The Dadra And Nagar Haveli And Daman And Diu,2021,Small Hydro Power,0.21,0.0
2787,The Dadra And Nagar Haveli And Daman And Diu,2021,Solar Power,0.21,46.18
2788,The Dadra And Nagar Haveli And Daman And Diu,2021,Waste to Energy ,0.21,0.0
2789,The Dadra And Nagar Haveli And Daman And Diu,2021,Wind Power,0.21,0.0
